frequency_hz,horizontal,vertical,axial
1.596975615710928587e+01,2.355726442258289300e-08,1.310567275024697208e-08,1.227642389314119770e-07
1.645368816187017202e+01,9.517729081616069968e-08,5.213382412917569982e-08,9.494004022108036509e-08
1.693762016663105996e+01,8.975166564580608053e-08,6.769733267213587759e-08,7.153517441531679190e-08
1.742155217139194789e+01,3.959030975760503680e-08,4.343089091839572280e-08,3.342317518395129703e-08
1.790548417615283583e+01,4.428764374801541241e-08,7.317706494175289755e-08,1.658130696041641657e-08
1.838941618091372376e+01,6.986736103342361451e-08,8.383922533070978289e-08,4.394275811215620240e-08
1.887334818567461170e+01,3.832302502496192511e-08,1.851061139507199341e-08,5.375458333080632536e-08
1.935728019043549608e+01,3.479069224194147974e-08,2.698263941104787225e-08,6.393516519820852811e-08
1.984121219519638402e+01,7.216774851255242179e-08,2.403254955358568440e-08,9.646061957796657910e-08
2.032514419995727195e+01,4.701438057831301729e-08,4.446468455139770295e-08,9.099070013896296235e-08
2.080907620471815989e+01,4.758887391890708697e-08,5.639167318503510632e-08,1.020837936488351318e-07
2.129300820947904782e+01,3.791381664925234107e-08,5.513780964444154829e-08,4.214367443716036655e-08
2.177694021423993576e+01,9.756579294348770063e-08,3.436705371032828123e-08,6.346745048710388514e-08
2.226087221900082369e+01,7.598028982396886105e-08,1.113405831052816031e-07,5.734849228258976866e-08
2.274480422376170807e+01,3.753720330324047096e-08,5.006015247273004912e-08,8.867847201836426982e-08
2.322873622852259601e+01,5.121231209928461862e-08,5.215127011629125930e-08,5.708576355649825050e-08
2.371266823328348394e+01,3.768041012092541025e-08,2.707402580072357100e-08,4.415430934762745214e-08
2.419660023804437188e+01,2.056948614563787533e-08,2.124877195985468553e-08,4.980247958553776497e-08
2.468053224280525981e+01,4.026809629147897718e-08,4.154454662158110596e-08,5.640193654759176939e-08
2.516446424756614775e+01,2.121143204560256234e-08,3.321223663874407368e-08,4.089523951060526791e-08
2.564839625232703568e+01,1.994907145070529317e-08,3.418465956345775001e-08,5.924841170668997484e-08
2.613232825708792006e+01,7.360732425708276071e-08,2.257592636143779887e-08,7.117433599204645377e-08
2.661626026184880800e+01,9.199765119420090371e-08,5.565069370265195739e-08,4.036502794190080590e-08
2.710019226660969593e+01,5.942869340423301458e-08,3.361741894921545185e-08,4.587652536135186395e-08
2.758412427137058387e+01,2.063753811531000727e-08,3.237404189373060064e-08,7.545144386197996598e-08
2.806805627613147180e+01,2.968598204204239380e-08,4.387564114338126060e-08,3.838538563587220243e-08
2.855198828089235974e+01,3.062176193411103228e-08,5.257127727359927221e-08,5.405525984992971041e-08
2.903592028565324767e+01,5.088993183785615484e-08,4.854130885054641008e-08,5.345863740136286544e-08
2.951985229041413206e+01,3.718278680483350851e-08,1.552948979088556839e-08,3.187687737328211796e-08
3.000378429517501999e+01,2.678880827002324522e-08,3.857607088232655687e-08,3.667081933559321937e-08
3.048771629993590793e+01,3.896273206081325007e-08,2.934652510956065989e-08,2.078988728537369151e-08
3.097164830469679586e+01,3.625743940366439965e-08,7.607656602412566971e-08,1.196673446720305497e-08
3.145558030945768380e+01,3.781108618261276071e-08,8.500643296965751565e-08,2.021005598762899609e-08
3.193951231421857173e+01,2.693393699510204979e-08,3.497212291977945501e-08,3.267485585416861406e-08
3.242344431897945611e+01,4.478793835649042947e-08,1.477702785536886905e-08,5.021958191375758169e-08
3.290737632374034405e+01,5.043552064762239441e-08,3.468042508932253928e-08,5.590781300943297252e-08
3.339130832850123198e+01,3.244449033977098778e-08,3.862188728216000265e-08,3.468483595001846834e-08
3.387524033326211992e+01,6.733149673711187545e-08,7.789773409875481862e-08,9.011959446398801086e-08
3.435917233802300785e+01,7.730140208522242094e-08,7.884079610037675154e-08,5.689256864534233220e-08
3.484310434278389579e+01,3.032868326636756398e-08,6.366524659338650954e-08,4.556597180621041261e-08
3.532703634754478372e+01,7.563401737641585296e-08,8.849685589658701341e-08,5.212738859902995104e-08
3.581096835230567166e+01,5.306723630819340483e-08,5.010470445124594601e-08,4.232841766581034496e-08
3.629490035706655959e+01,7.735297773220241161e-08,5.694055493441770037e-08,4.418171157098013396e-08
3.677883236182744753e+01,5.041599224245292779e-08,9.302565006167769958e-08,7.222380047830084860e-09
3.726276436658833546e+01,2.137414262176366701e-08,6.496003145214422911e-08,2.659517406955223454e-08
3.774669637134922340e+01,5.052682977430913510e-08,3.915500269863424681e-08,3.875563015460377641e-08
3.823062837611010423e+01,4.214222143704721159e-08,4.287704437915567225e-08,3.170037607842702548e-08
3.871456038087099216e+01,2.089136400490046791e-08,2.342069382387029513e-08,6.053277024327240494e-08
3.919849238563188010e+01,5.927043397206765263e-08,5.150634398834410063e-08,9.421021046392017217e-08
3.968242439039276803e+01,6.838295951101347603e-08,7.195114913185590305e-08,9.699741056690371636e-08
4.016635639515365597e+01,2.266560061694707225e-08,5.132823601150164588e-08,2.713191693109186569e-08
4.065028839991454390e+01,4.989902895470878599e-08,4.108677459291570779e-08,2.378331729968759259e-08
4.113422040467543184e+01,3.272455311388460215e-08,4.087486965258815156e-08,4.842488824973224176e-08
4.161815240943631977e+01,4.357797641461247700e-08,2.908130596156321227e-08,3.613575209877498076e-08
4.210208441419720771e+01,8.078646395224663353e-08,1.952553397257961712e-08,3.157205011076687816e-08
4.258601641895809564e+01,3.760304960707988374e-08,4.207863494606005046e-08,5.303174740551927021e-08
4.306994842371898358e+01,1.107474560910571656e-08,3.332088942194498804e-08,6.531877617701880723e-08
4.355388042847987151e+01,1.274844451372846233e-08,2.348738904298829063e-08,6.438501458412730254e-08
4.403781243324075945e+01,1.224814322385703952e-08,4.263762637158107291e-08,4.168170253105082006e-08
4.452174443800164738e+01,2.125618205096358387e-08,6.261703528202109420e-08,4.812447118619303803e-08
4.500567644276252821e+01,3.795810016905440268e-08,4.737123371952515948e-08,5.000332696968511714e-08
4.548960844752341615e+01,7.164070522043262315e-08,1.220541968543774891e-08,5.698399275189114276e-08
4.597354045228430408e+01,6.490201459583686196e-08,4.610135637430324861e-08,1.530614684497316009e-08
4.645747245704519202e+01,5.319034807063220499e-08,6.058019875630804973e-08,5.386971931630600974e-08
4.694140446180607995e+01,4.183841018723681050e-08,6.435207196222365660e-08,8.941925310412057819e-08
4.742533646656696789e+01,2.912468953810229452e-08,6.554738125456506207e-08,7.564947513347733831e-08
4.790926847132785582e+01,2.036704623185397547e-08,6.386977073866289187e-08,5.989312572552716534e-08
4.839320047608874376e+01,3.887612278817953903e-08,4.259883028886810804e-08,5.590561941313500500e-08
4.887713248084963169e+01,2.516562719280142972e-08,8.317910091384262003e-09,4.516700039781581654e-08
4.936106448561051963e+01,6.605881686774826662e-08,1.451071730865014456e-08,4.088162396811393537e-08
4.984499649037140756e+01,7.290083391270518693e-08,1.879550916342782792e-08,3.320399123084564569e-08
5.032892849513229550e+01,5.450401228770974235e-08,5.800876657261182679e-08,3.329378445717513188e-08
5.081286049989318343e+01,4.495846076153037672e-08,9.809834426090851454e-08,5.734494795547447396e-08
5.129679250465407137e+01,1.146845767761104234e-07,4.293203456463568426e-08,8.353773539079855043e-08
5.178072450941495219e+01,2.943165860154413657e-08,5.757538276350035172e-08,6.590221248605031367e-08
5.226465651417584013e+01,2.260174664317992129e-08,5.267946502178622747e-08,2.462876370198850000e-08
5.274858851893672806e+01,5.648371529200283271e-08,6.314047632609720377e-08,2.906989307433466901e-08
5.323252052369761600e+01,4.568494706659015171e-08,6.896862738310624952e-08,2.450632510296053957e-08
5.371645252845850393e+01,9.713243075224277119e-08,2.343322558966805878e-08,4.247291815426895219e-08
5.420038453321939187e+01,5.370958182463106121e-08,4.961248009170175421e-08,4.213515999072056661e-08
5.468431653798027980e+01,9.056993625767547184e-08,7.029227866676708538e-08,1.387724470401457158e-08
5.516824854274116774e+01,1.074285339107907736e-07,7.628325488378281216e-08,5.169451230136160784e-08
5.565218054750205567e+01,1.101746103557656768e-07,8.770496493805288956e-08,5.689211846940334738e-08
5.613611255226294361e+01,2.624056136594743885e-07,2.822939486347361925e-08,3.237545797147643431e-08
5.662004455702383154e+01,3.820158063696396282e-07,6.485955680909495418e-08,5.994415336837073416e-08
5.710397656178471948e+01,6.901058333808467144e-07,6.877156383172162731e-08,4.756591961328629882e-08
5.758790856654560741e+01,1.640080570405113633e-06,5.721195270069958918e-08,3.320699655873283579e-08
5.807184057130649535e+01,2.707588936747621841e-02,6.822549173792852407e-08,5.340718137040367420e-08
5.855577257606737618e+01,6.576039220922552664e-02,5.078429716295224343e-08,3.080856741775914345e-08
5.903970458082826411e+01,2.457128583373232866e-01,4.839358527730655624e-08,9.018421805112921696e-08
5.952363658558915205e+01,2.221622012790253342e-01,8.054200109518738994e-08,4.235177788370645570e-08
6.000756859035003998e+01,3.100475881317844157e-02,6.418255287548029983e-08,6.323511047947095274e-08
6.049150059511092792e+01,2.142948771888566681e-02,9.494114250156484410e-08,4.726034263764788252e-08
6.097543259987181585e+01,1.056262733740470668e-06,6.928914390149017296e-08,4.227692617755948494e-08
6.145936460463270379e+01,3.692783439858744651e-07,2.052284459859956135e-08,4.501729074358026573e-08
6.194329660939359172e+01,1.774642926485459769e-07,5.685180643099373919e-08,3.891272732020121949e-08
6.242722861415447966e+01,7.261924304120842222e-08,7.049227967793458493e-08,3.258101234536142310e-09
6.291116061891536759e+01,5.271586396433447670e-08,8.308883159676016813e-08,4.560257392466055324e-08
6.339509262367625553e+01,9.948222655641257108e-08,4.664821959037755260e-08,4.286090471897347533e-08
6.387902462843714346e+01,3.675444993347074736e-08,2.661437138156149752e-08,3.559787847345901158e-08
6.436295663319802429e+01,2.530155975797699727e-08,2.118302825922895177e-08,7.229243217367521379e-08
6.484688863795891223e+01,3.316937817625807235e-08,1.783858058625599751e-08,5.382783743617648115e-08
6.533082064271980016e+01,8.079655924947046686e-08,3.208926462880140189e-08,1.895888472433215220e-08
6.581475264748068810e+01,1.177489983764278446e-07,5.077387196301113739e-08,4.085505534814814229e-08
6.629868465224157603e+01,9.136056124658959711e-08,7.434368097426156858e-08,2.246808324547151767e-08
6.678261665700246397e+01,4.129412123514502948e-08,8.328926709462919867e-08,5.908258697510411127e-08
6.726654866176335190e+01,5.557145242151396227e-08,3.518952229832170120e-08,6.558965452025382607e-08
6.775048066652423984e+01,8.773516362923739723e-08,4.019412441084980623e-08,4.319016995177211406e-08
6.823441267128512777e+01,6.787982547262413203e-08,1.490711881435806266e-08,5.785514297306986478e-08
6.871834467604601571e+01,5.242871573049256691e-08,2.184530142819407550e-08,7.797255057124954297e-08
6.920227668080690364e+01,6.838720722238950483e-08,3.323302454181392047e-08,4.006595558318164002e-08
6.968620868556779158e+01,4.265025913151309611e-08,7.939252247295852934e-08,2.451168378473200929e-08
7.017014069032867951e+01,5.331069489552056262e-08,9.207907020526476577e-08,2.780989848398447105e-08
7.065407269508956745e+01,6.000393413548033710e-08,4.746249746762239375e-08,4.688968522039775500e-08
7.113800469985045538e+01,5.079915554436877566e-08,1.230884028790757893e-08,6.340877517323184314e-08
7.162193670461134332e+01,2.305661913975194305e-08,6.385905226602376618e-08,1.607415283316666489e-08
7.210586870937223125e+01,6.663154157022498880e-08,7.143268048224388080e-08,7.253714530797251692e-08
7.258980071413311919e+01,8.259495517051137351e-08,5.806177223980310147e-08,1.189560580467216378e-08
7.307373271889400712e+01,5.309959684845883717e-08,5.357533225442014466e-08,8.286396828088791407e-08
7.355766472365489506e+01,5.088700762022659101e-08,3.090505916007566796e-08,1.054739298232869502e-07
7.404159672841578299e+01,6.529782897356231025e-08,2.428228543408786188e-08,9.373161393111982124e-08
7.452552873317667093e+01,7.154757949138016570e-08,6.976800403045119947e-08,5.256318401039145115e-08
7.500946073793755886e+01,2.503300297607071790e-08,8.797044223583679098e-08,1.944828823434531896e-08
7.549339274269844680e+01,4.346641169199312407e-08,5.909133727263111430e-08,7.850087427103423658e-09
7.597732474745932052e+01,4.173397246813484008e-08,4.451586681076055794e-08,3.938057082032207657e-08
7.646125675222020845e+01,9.229763553347462128e-08,6.932982829074639927e-08,2.216964078447082946e-08
7.694518875698109639e+01,8.829439803696290070e-08,7.036427014177300709e-08,5.421461084762650642e-08
7.742912076174198432e+01,5.314893841687901931e-08,5.052941882494481906e-08,7.626027899600102730e-08
7.791305276650287226e+01,1.834571740923062778e-08,4.063607658283541530e-08,3.683065792261155365e-08
7.839698477126376019e+01,8.750976457274505908e-09,2.894693511379488634e-08,3.292471182719223531e-08
7.888091677602464813e+01,2.853094776140031725e-08,2.884856808169696673e-08,3.499850685440717899e-08
7.936484878078553606e+01,5.441436194033996525e-08,8.983677154143457933e-08,6.578738591334556756e-08
7.984878078554642400e+01,4.651985883891111565e-08,9.584558434412117357e-08,6.532726314331704927e-08
8.033271279030731193e+01,3.991310465318480672e-08,7.398843008112186599e-08,3.603666575605140738e-08
8.081664479506819987e+01,1.891165570532195959e-08,6.711558675345557683e-08,8.361486983715523207e-08
8.130057679982908780e+01,5.282049375302669048e-08,4.403371071668631864e-08,1.870109840921832717e-08
8.178450880458997574e+01,8.097189818690883716e-08,3.346765945780017135e-08,6.274463404215674325e-08
8.226844080935086367e+01,5.960279376749296481e-08,2.788874798252152959e-08,3.763170754122875314e-08
8.275237281411175161e+01,5.240843897202103879e-08,2.541869647998818988e-08,2.765843865405749654e-08
8.323630481887263954e+01,5.702968269458063513e-08,6.332540557474076599e-08,4.156091820537872650e-08
8.372023682363352748e+01,2.555039941510275834e-08,3.991239021425167572e-08,2.186912647480815268e-08
8.420416882839441541e+01,7.490599306924339193e-09,1.769499402267998747e-08,4.271050307997230618e-08
8.468810083315530335e+01,1.405866018443597265e-08,2.366912232193554209e-08,3.614143680925411894e-08
8.517203283791619128e+01,8.435554956073343504e-09,1.279609970978673903e-08,2.890962767289958211e-08
8.565596484267707922e+01,3.275083919358798452e-09,4.699278461734008476e-08,5.677896221105152964e-08
8.613989684743796715e+01,1.353341192799481785e-08,8.425856701867996624e-08,7.663768332139842234e-08
8.662382885219885509e+01,4.743752390989218324e-08,8.174104619327383249e-08,2.452679316361028547e-08
8.710776085695974302e+01,4.707282414168842642e-08,2.943562397093532397e-08,4.172793465022645030e-08
8.759169286172063096e+01,1.870043294795192089e-08,7.112291463146991791e-08,2.256535773568658707e-08
8.807562486648151889e+01,2.633577383522663028e-08,7.469627160394133350e-08,1.437428392570853161e-08
8.855955687124240683e+01,6.347824851795931782e-08,6.863049373505682095e-08,3.380336661485927010e-08
8.904348887600329476e+01,6.976799821022436517e-08,6.126144722413832676e-08,4.494277645073886738e-09
8.952742088076416849e+01,4.203572994465907589e-08,5.159390458712467370e-08,2.317416163035083310e-08
9.001135288552505642e+01,4.967090055461853560e-08,6.161367700694441579e-09,3.800274381548161222e-08
9.049528489028594436e+01,6.835082128880835088e-08,1.548008725529294262e-08,4.520850958510639524e-08
9.097921689504683229e+01,6.531604448923263958e-08,4.299704488550628745e-08,7.548820656551372562e-08
9.146314889980772023e+01,8.055134561331937681e-08,8.409232713246006236e-08,8.258624588338278169e-08
9.194708090456860816e+01,8.937779857023434903e-08,9.993728421726765807e-08,3.487908423110863616e-08
9.243101290932949610e+01,9.660570190642373332e-08,5.361984335758101294e-08,3.282465361756053474e-08
9.291494491409038403e+01,5.459919615034806460e-08,2.800511725320638710e-08,7.490554276722492273e-08
9.339887691885127197e+01,2.555920720378737611e-08,5.481358932058040596e-08,5.943910310367700164e-08
9.388280892361215990e+01,2.179021620370306393e-08,2.302165105712142757e-08,7.504012005285117742e-08
9.436674092837304784e+01,9.210782063711869009e-08,3.811546331393295542e-08,9.255159097916741575e-08
9.485067293313393577e+01,9.852646143051947369e-08,1.144362783815137831e-08,6.971498722764345803e-08
9.533460493789482371e+01,1.134338707653511813e-08,1.929579341100342768e-08,5.483823673352928846e-08
9.581853694265571164e+01,3.853579790162205671e-08,5.650614644698396159e-08,5.228473413408850110e-08
9.630246894741659958e+01,2.939970055347210540e-08,3.713885454988246593e-08,2.126189334068861676e-08
9.678640095217748751e+01,2.563109389506164721e-08,2.289187688223339087e-08,5.385715017227053221e-08
9.727033295693837545e+01,3.193055747318788616e-08,7.435190748074756146e-08,5.406567012150621112e-08
9.775426496169926338e+01,3.197559765954729502e-08,9.741169455222298513e-08,3.017456362345746945e-08
9.823819696646015132e+01,3.470279441588673532e-08,5.822050563355947539e-08,1.475396467785093675e-08
9.872212897122103925e+01,2.986047802273604931e-08,2.332104980769344161e-08,3.827475003174517028e-08
9.920606097598192719e+01,2.133657423138966890e-08,1.465054424873864000e-08,6.858990867457306000e-08
9.968999298074281512e+01,3.385855774782648975e-08,5.328551002122272231e-08,6.766341386123712507e-08
1.001739249855037031e+02,6.547714565410558413e-08,7.752479024410273940e-08,3.721990929585205746e-08
1.006578569902645910e+02,5.646098865060586910e-08,1.855840041123491769e-08,3.541872813928351079e-08
1.011417889950254789e+02,7.346256732965364757e-08,5.363436103725517747e-08,3.870558422668090168e-08
1.016257209997863669e+02,4.963563630368579449e-08,8.012851087768852382e-08,3.566409069694952505e-08
1.021096530045472548e+02,1.301970094196979340e-08,5.339400243135626864e-08,4.983047190007175964e-08
1.025935850093081427e+02,3.929770828380256307e-08,2.741268834983298341e-08,1.403098358958479828e-08
1.030775170140690307e+02,3.040448733031224230e-08,5.690047454765155304e-08,4.891845878625607222e-08
1.035614490188299044e+02,5.389483691726520804e-08,6.569195149046931727e-08,2.953503395944656754e-08
1.040453810235907923e+02,5.230201848815874578e-08,4.258256220208041312e-08,2.990348934015585205e-08
1.045293130283516803e+02,2.059346442601494969e-08,2.428749894953649473e-08,7.953382334267358037e-08
1.050132450331125682e+02,5.661683431990140484e-08,2.594484005039936398e-08,6.519320016967052400e-08
1.054971770378734561e+02,6.990453612064701933e-08,5.035973576774766622e-08,5.691890984253306068e-08
1.059811090426343441e+02,2.963057370114025908e-08,6.526356646736141716e-09,6.072828014291339351e-08
1.064650410473952320e+02,7.355060572546822569e-08,4.734839092011206485e-08,2.461565468067378291e-08
1.069489730521561199e+02,3.872649660088456871e-08,3.496621628925156022e-08,1.092847262840756806e-08
1.074329050569170079e+02,5.474468124050102842e-08,4.372439433050930613e-08,4.019503922320966512e-08
1.079168370616778958e+02,4.745398069244710788e-08,5.325207669305912975e-08,5.828166598220183743e-08
1.084007690664387837e+02,4.604600603159216779e-08,2.211157642734017912e-08,4.752439750086028296e-08
1.088847010711996717e+02,4.961917179578182323e-08,5.606665787100070558e-08,4.463546097798217300e-08
1.093686330759605596e+02,5.277270505230421243e-08,8.349450860368819957e-08,4.779726866858103905e-08
1.098525650807214475e+02,1.587548343606517739e-08,8.239042822469363697e-08,5.350246104150381002e-08
1.103364970854823355e+02,6.301818201718612711e-08,8.792709295307987745e-08,1.404082384642674260e-08
1.108204290902432234e+02,6.518443699587548579e-08,7.119786922484992638e-08,2.383789301734715245e-08
1.113043610950041113e+02,2.208309943538016109e-08,9.600524118098652821e-08,5.519981470575463939e-08
1.117882930997649993e+02,5.954463740645948819e-08,3.800757361882594419e-08,8.699728693684828426e-08
1.122722251045258872e+02,1.581427915444696004e-08,1.272028464924489792e-08,4.555241042266344679e-08
1.127561571092867752e+02,4.145148004879325935e-08,5.672154054049099794e-08,6.905596617417181368e-08
1.132400891140476631e+02,7.251657145176969666e-09,4.960234362283370546e-08,5.977696443899259437e-08
1.137240211188085510e+02,3.176616088861785055e-08,2.860819415437200224e-08,5.992241172367860690e-08
1.142079531235694390e+02,3.070966159292183505e-08,2.355428789073113135e-08,7.607828011369713784e-08
1.146918851283303269e+02,3.033173985748686518e-08,3.843233755515761723e-08,2.962152677980692663e-08
1.151758171330912148e+02,4.540953749800015268e-08,1.144098251217126562e-07,1.108703124236535239e-08
1.156597491378521028e+02,2.632927409714802029e-08,1.263513233624362641e-07,1.110123853381134622e-08
1.161436811426129907e+02,8.045169198300213237e-08,6.489255609138221723e-08,2.458459381471008470e-08
1.166276131473738786e+02,7.430048017796301626e-08,6.798528020254783171e-08,2.452530598920117812e-08
1.171115451521347524e+02,3.002505899722033711e-08,4.016622249833827051e-08,2.324112041880118811e-08
1.175954771568956403e+02,6.660796513764149276e-08,4.241440588497076405e-08,2.237881311205401641e-08
1.180794091616565282e+02,4.299524441040427180e-08,2.310237152098358854e-08,8.123590929772893213e-08
1.185633411664174162e+02,3.646895879051162357e-08,3.353443889203525357e-08,8.026293712390364061e-08
1.190472731711783041e+02,5.197083834481827583e-08,4.358629721689058418e-08,2.390658917402541208e-08
1.195312051759391920e+02,4.349810807405716738e-08,5.190235526088472615e-08,6.632319852909354004e-08
1.200151371807000800e+02,6.017461321190859201e-08,6.533406746356835980e-08,3.644135033304044516e-08
1.204990691854609679e+02,6.908336475772119193e-08,1.086839371044746637e-07,9.620867011470971362e-09
1.209830011902218558e+02,4.063381352375139630e-08,9.152432672557081569e-08,3.209021818266409255e-08
1.214669331949827438e+02,5.519681194670411206e-08,4.069897731202643225e-08,4.588013433691335771e-08
1.219508651997436317e+02,8.771010049079270208e-08,2.526485807961477670e-08,2.616323909517002875e-08
1.224347972045045196e+02,3.541196420647968117e-08,3.271333547846236347e-08,2.554644476290644078e-08
1.229187292092654076e+02,3.264325430241880503e-08,6.853717242688712423e-08,5.226547977855178499e-08
1.234026612140262955e+02,6.271303800848787167e-08,8.426940002135340300e-08,3.492909293740683392e-08
1.238865932187871834e+02,6.819999709122207776e-08,4.651013834532047169e-08,3.056896105119532458e-08
1.243705252235480714e+02,1.463942022869399171e-08,7.499254118121718460e-08,3.692216244375198820e-08
1.248544572283089593e+02,6.444063163115002986e-08,1.078274146888248708e-07,2.528145748429503486e-08
1.253383892330698473e+02,7.694815850996935060e-09,7.800657176124522259e-08,4.278943603013018638e-08
1.258223212378307352e+02,5.176442001640299259e-08,5.734480984240286364e-08,2.277946204391136926e-08
1.263062532425916231e+02,1.033035216381696235e-07,4.469666013823073843e-08,5.538227992553948672e-08
1.267901852473525111e+02,8.916548362560987573e-08,5.476061130465936940e-08,5.288307674888772491e-08
1.272741172521133990e+02,8.099821236746518984e-08,1.777677545930872304e-08,2.357495958423545097e-08
1.277580492568742869e+02,4.390881689017406296e-08,2.104937603981937239e-08,7.442654442727450295e-08
1.282419812616351749e+02,5.200188867058032953e-08,1.850674858535480115e-08,6.523277766966759413e-08
1.287259132663960486e+02,5.493950224967053919e-08,2.163486225587233526e-08,7.277893215570392330e-08
1.292098452711569507e+02,3.132528784137382724e-08,4.813600745399950918e-08,3.786094810574477830e-08
1.296937772759178245e+02,6.195826070820577731e-08,7.969617742502713828e-08,7.618506201681310787e-09
1.301777092806787266e+02,7.394820454384985889e-08,2.015503362161386043e-08,3.666264008632175617e-08
1.306616412854396003e+02,4.528818167037931239e-08,1.482325743896620303e-08,3.691327656605145538e-08
1.311455732902005025e+02,2.482814288838595069e-08,5.554638606939456768e-08,3.628179017181157354e-08
1.316295052949613762e+02,3.128793637044945724e-08,5.323237072430517419e-08,2.267755297057884272e-08
1.321134372997222783e+02,5.443529858580686774e-08,7.585303600444162495e-08,5.586885688551783226e-08
1.325973693044831521e+02,1.174005696543045415e-07,5.672372823649285443e-08,8.302534987315100905e-08
1.330813013092440542e+02,8.405312176415827143e-08,4.753471343407598966e-08,4.826000010957961016e-08
1.335652333140049279e+02,3.671590941212295748e-08,6.110169907144056547e-08,2.927781978967563913e-08
1.340491653187658301e+02,5.120938615502266914e-08,2.456716274208198133e-08,5.328045588407933686e-08
1.345330973235267038e+02,7.315293641677099384e-08,5.437362333652383080e-08,1.131340566902619259e-08
1.350170293282876059e+02,5.006982589196061850e-08,2.461025706031172291e-08,5.255605423384386810e-08
1.355009613330484797e+02,7.686396106886539003e-08,7.228984279583622788e-08,6.663930771341313647e-08
1.359848933378093818e+02,4.765485797228289156e-08,8.981175877580800417e-08,6.580558466094731310e-08
1.364688253425702555e+02,3.410496512303152774e-08,2.814927281647034431e-08,4.882661655703873834e-08
1.369527573473311577e+02,1.319178379341035549e-08,4.207745679739418276e-08,6.533665677358122051e-09
1.374366893520920314e+02,6.684248075474846089e-08,8.184383612750217766e-08,2.336443488076349263e-08
1.379206213568529051e+02,4.492799775041957460e-08,3.233913242231634539e-08,1.404557680031285586e-08
1.384045533616138073e+02,3.142636274456080303e-08,1.952080880785391299e-08,1.937222752541394749e-08
1.388884853663746810e+02,4.956383890463468925e-08,4.007883278721181161e-08,9.670939373011853025e-08
1.393724173711355832e+02,7.684442470420910968e-08,5.046410573101860135e-08,7.827838741707708647e-08
1.398563493758964569e+02,7.758622168373669303e-08,3.504354655499186249e-08,4.947547621414783341e-08
