frequency_hz,horizontal,vertical,axial
2.261284218878749996e+01,1.079824303855363675e-03,4.839911152000035298e-04,9.661984430594988465e-04
2.309396649067659624e+01,6.830652637071081860e-04,1.739714680767795061e-03,4.824287576773191293e-04
2.357509079256569251e+01,3.053970902913999679e-03,2.602231852673668206e-03,6.817179535775074080e-04
2.405621509445478878e+01,1.082954938749941401e-03,1.524344422834502831e-03,1.449272444142262611e-03
2.453733939634388506e+01,2.412364156885614484e-03,1.528135460907174750e-03,6.831301238626281622e-04
2.501846369823298133e+01,3.415968732863030807e-03,1.994308856675701489e-03,4.819868217131980303e-04
2.549958800012207760e+01,3.054987374078269122e-03,5.630289242904000860e-03,1.526557898561788345e-03
2.598071230201117032e+01,5.400840851514289269e-03,5.401250058817677092e-03,2.732027399508399172e-03
2.646183660390026660e+01,8.434993915563670022e-03,7.802330830390690787e-03,2.415082239443573729e-03
2.694296090578936287e+01,1.435792221928289432e-02,1.452805935264725110e-02,4.452831339504727259e-03
2.742408520767845914e+01,2.190489718000132938e-02,2.507676424675224502e-02,8.598374588435720930e-03
2.790520950956755541e+01,5.559842659500905532e-02,5.479104960740547453e-02,1.885839118606609174e-02
2.838633381145665169e+01,1.541005770927991458e-01,1.603547757982803357e-01,5.442167764646475836e-02
2.886745811334574796e+01,9.478998077783101772e-01,9.783858242236538327e-01,3.346337898533903177e-01
2.934858241523484068e+01,5.882634992678172026e+00,6.071954487047361404e+00,2.069909478356986465e+00
2.982970671712393695e+01,6.582081915399839112e+00,6.792707214734284626e+00,2.315755523674187799e+00
3.031083101901303323e+01,1.592424706671137224e+00,1.643076966986061427e+00,5.603793060582654695e-01
3.079195532090212950e+01,1.942139024052279839e-01,1.994709170500699180e-01,6.969092991924301372e-02
3.127307962279122577e+01,6.167511624956527327e-02,6.481416301150469406e-02,2.129099205460917993e-02
3.175420392468032205e+01,2.963304980092933832e-02,2.854506239742218496e-02,9.220871091116302279e-03
3.223532822656941477e+01,1.344698027032592731e-02,1.664321050773773930e-02,6.565377148731663982e-03
3.271645252845851104e+01,9.322922827770533521e-03,7.990215622246221727e-03,2.413076049874765018e-03
3.319757683034760731e+01,6.272297373819809771e-03,5.832712839682457559e-03,1.740281946865950653e-03
3.367870113223670359e+01,3.052029610435582664e-03,4.367547811566801011e-03,2.047265517076198200e-03
3.415982543412579986e+01,3.238292742180814889e-03,4.097519551023172391e-03,1.079343665852835294e-03
3.464094973601489613e+01,1.989392462941215294e-03,1.987644182962214172e-03,6.822045932414284777e-04
3.512207403790399241e+01,1.526085009040590700e-03,1.079100454062584128e-03,1.131095412226614920e-06
3.560319833979308868e+01,9.640520370056091535e-04,1.740743156772374704e-03,6.823294287877709882e-04
3.608432264168218495e+01,1.446901238461149701e-03,6.801440804936926968e-04,4.831280833657162262e-04
3.656544694357128122e+01,1.080566264397919826e-03,1.740490967679666785e-03,4.824086103176179838e-04
3.704657124546037750e+01,4.843744176609156532e-04,1.079265207701903895e-03,1.365075953858354597e-03
3.752769554734947377e+01,1.525372607217788954e-03,4.814481318072550949e-04,6.830684305123926620e-04
3.800881984923856294e+01,4.815232969587529750e-04,1.665214126832835145e-06,1.079072155104856190e-03
3.848994415112765921e+01,6.828584062877590243e-04,1.079215341594650908e-03,1.448707973723446308e-03
3.897106845301675548e+01,6.830272425942734505e-04,1.179721842936928703e-06,4.822960232127648859e-04
3.945219275490585176e+01,4.819041523669315304e-04,4.821642505219539171e-04,1.079486450912923263e-03
3.993331705679494803e+01,4.819161172333390154e-04,4.834816319493397152e-04,6.824694450484352802e-04
4.041444135868404430e+01,1.079756827998636960e-03,6.825203673482946234e-04,6.829230351536659960e-04
4.089556566057314058e+01,4.833696344606926826e-04,1.740666052395555431e-03,4.829005077884002779e-04
4.137668996246223685e+01,1.079004868307977981e-03,6.825627628896230575e-04,6.830212744102992983e-04
4.185781426435133312e+01,1.079966900799039439e-03,6.819443032177108970e-04,4.826706685144585649e-04
4.233893856624042940e+01,9.648455551153554662e-04,4.833288450368037063e-04,1.740435064038738317e-03
4.282006286812952567e+01,1.079845783787824207e-03,1.365603786280309264e-03,2.048556455818881759e-03
4.330118717001862194e+01,4.825541961822574525e-04,1.079533221674596789e-03,1.079306851667105908e-03
4.378231147190771821e+01,1.079298033501526876e-03,1.078908252962046226e-03,6.825575084173923649e-04
4.426343577379681449e+01,1.079257732499079537e-03,1.366065802978855140e-03,1.365668886998443882e-03
4.474456007568590366e+01,1.079823328358719492e-03,1.930975567743393670e-03,1.365381170110016931e-03
4.522568437757499993e+01,6.822322318814611451e-04,1.931286008779711273e-03,1.526733777324224255e-03
4.570680867946409620e+01,4.483422003320216585e-07,1.526404807720703125e-03,4.826165726285730874e-04
4.618793298135319247e+01,4.824219462085163460e-04,4.831729062283998590e-04,6.826093328274983460e-04
4.666905728324228875e+01,1.079797491319170423e-03,6.828043954732763770e-04,4.828815791656893117e-04
4.715018158513138502e+01,1.079312059018720056e-03,1.079407396667935804e-03,6.825698716653941104e-04
4.763130588702048129e+01,1.079813197807740453e-03,1.741216534979847822e-03,1.365334459698198510e-03
4.811243018890957757e+01,1.079144267975886686e-03,2.158867267596079921e-03,2.413919113484292757e-03
4.859355449079867384e+01,9.658006718460439158e-04,9.660302632853257163e-04,1.079374870587817463e-03
4.907467879268777011e+01,9.654600173849789977e-04,1.079546646109428784e-03,9.654910243403071841e-04
4.955580309457686639e+01,3.419585877674753602e-07,1.448419396659322844e-03,1.079405175997336140e-03
5.003692739646596266e+01,6.830586460538123949e-04,1.079285280872147078e-03,1.365183688886908954e-03
5.051805169835505893e+01,4.827148829545851246e-04,6.831625933910046976e-04,9.654445909592446282e-04
5.099917600024415520e+01,1.850832082297221418e-07,9.655370439201328659e-04,6.827126190761397765e-04
5.148030030213324437e+01,9.653901740497239587e-04,1.079692899419747816e-03,1.448622506257788182e-03
5.196142460402234065e+01,1.526724158475187753e-03,1.079557709029193083e-03,1.740781224175835720e-03
5.244254890591143692e+01,1.365509510183503944e-03,1.079669746844635729e-03,1.740954038027505910e-03
5.292367320780053319e+01,1.079512105214559857e-03,6.828440004929980543e-04,2.936866153646575280e-03
5.340479750968962946e+01,9.656664899846943186e-04,1.679654499667368574e-07,2.414094855804847436e-03
5.388592181157872574e+01,9.654612601898950519e-04,4.827660203598980451e-04,1.079594751776306915e-03
5.436704611346782201e+01,6.828131322113422394e-04,1.365647902757696069e-03,1.365559829548536547e-03
5.484817041535691828e+01,3.569257645747995162e-07,1.448706238446745547e-03,1.527034443796724227e-03
5.532929471724601456e+01,1.079553796613199690e-03,1.526770952947471144e-03,1.079530906818327880e-03
5.581041901913511083e+01,1.079557903144482897e-03,9.657069283232860672e-04,4.828369158976941636e-04
5.629154332102420710e+01,4.829558818680411295e-04,4.828543893739937771e-04,4.829025561152267909e-04
5.677266762291330338e+01,9.655322823467993266e-04,1.526794634006220725e-03,6.825894931417850501e-04
5.725379192480239965e+01,1.448555089788207493e-03,1.990576724564536819e-03,6.826542688028601653e-04
5.773491622669149592e+01,1.448326405876551549e-03,1.448574292881858521e-03,4.828950601182412810e-04
5.821604052858058509e+01,4.829657453862317091e-04,9.656140788916476106e-04,4.829100623794876663e-04
5.869716483046968136e+01,4.372506334487915626e-03,6.829032219832200041e-04,6.050279901973795553e-03
5.917828913235877764e+01,1.162746815499168633e-02,1.740782980100216010e-03,1.363007932514336690e-02
5.965941343424787391e+01,8.264457312688287816e-03,2.048573720271561725e-03,8.636865255195401783e-03
6.014053773613697018e+01,1.527295193408814049e-03,1.079660163770814483e-03,2.414505650776794382e-03
6.062166203802606645e+01,6.826687573555507678e-04,1.079656165733750960e-03,2.600118351543161555e-03
6.110278633991516273e+01,1.079730455183673622e-03,1.365719090379705070e-03,1.448503518343825834e-03
6.158391064180425900e+01,1.079554049687507294e-03,4.828197435815463796e-04,9.656513633703537594e-04
6.206503494369335527e+01,1.448467892670817847e-03,1.079656657583940227e-03,9.655595887114686287e-04
6.254615924558245155e+01,1.448357310969662073e-03,1.448590347721927674e-03,1.079560117970690533e-03
6.302728354747154782e+01,1.675857955037734013e-07,4.829344437756627234e-04,1.527044315023051669e-03
6.350840784936064409e+01,6.829056098773206643e-04,1.448554229732898621e-03,2.462163637883654603e-03
6.398953215124974037e+01,1.964395453778212643e-07,9.657380215067027252e-04,2.048597339244109024e-03
6.447065645313882953e+01,4.827816152714200192e-04,9.656390766880726829e-04,1.079817344269072077e-03
6.495178075502792581e+01,6.828905902840239333e-04,1.079420611962418229e-03,1.931255499772482941e-03
6.543290505691702208e+01,1.365627058453604270e-03,4.826900678603009576e-04,4.828174577726983513e-04
6.591402935880611835e+01,1.526782229685862092e-03,9.657206874117595574e-04,9.655907448311045653e-04
6.639515366069521463e+01,9.656371621175496205e-04,1.448425403505294428e-03,4.829214376186826449e-04
6.687627796258431090e+01,9.656751037607656449e-04,9.656964116047583521e-04,4.827944010800740322e-04
6.735740226447340717e+01,1.079870560330449493e-03,1.079756017751720741e-03,4.827572132216678604e-04
6.783852656636250344e+01,9.657247163416636656e-04,1.931316072800531858e-03,4.828767705392983042e-04
6.831965086825159972e+01,1.448663363812759640e-03,1.079915147130286555e-03,9.656204630534630197e-04
6.880077517014069599e+01,1.448481460227959202e-03,8.762859968996830077e-08,1.502612649723090964e-07
6.928189947202979226e+01,4.829328098707951996e-04,4.827884938599965171e-04,4.829948083365957832e-04
6.976302377391888854e+01,4.829240157359739657e-04,8.516664863835659137e-08,6.826786229506683025e-04
7.024414807580798481e+01,9.657685926317461809e-04,6.456791439072281743e-08,1.365611349420116187e-03
7.072527237769708108e+01,6.830959763348005412e-04,9.656919817144518853e-04,1.741013052022268243e-03
7.120639667958617736e+01,9.657607497137143645e-04,9.656325380215914850e-04,4.829617324474636962e-04
7.168752098147527363e+01,9.656775497797615015e-04,4.828860918628646707e-04,1.931598903313081535e-03
7.216864528336436990e+01,1.074688226110911229e-07,9.656842595774434894e-04,1.990725112837339345e-03
7.264976958525346618e+01,4.828836760080785942e-04,1.924779462733594233e-07,9.655226330520652123e-04
7.313089388714256245e+01,4.828033112688352160e-04,6.829789480520198023e-04,1.527021589975256733e-03
7.361201818903165872e+01,9.656041004733309421e-04,1.079734210704453396e-03,1.366056360881586808e-03
7.409314249092075499e+01,3.091657003474990520e-03,1.365762719204427532e-03,7.635042273477763743e-03
7.457426679280985127e+01,2.815767654888662232e-03,9.659261051274161932e-04,9.848567432758567608e-03
7.505539109469894754e+01,1.079908055290592934e-03,4.826879986002356867e-04,4.372985541140478154e-03
7.553651539658802960e+01,4.828619637995789477e-04,4.828022091260829362e-04,1.527149723702538216e-03
7.601763969847712588e+01,4.828329024889732438e-04,4.828841068934593009e-04,2.414433193944627836e-03
7.649876400036622215e+01,4.828525283709888660e-04,6.830381504104468624e-04,2.414436323483988567e-03
7.697988830225531842e+01,6.827911885211979766e-04,4.828369736120151703e-04,1.527004179984431647e-03
7.746101260414441469e+01,9.655374010904993910e-04,4.828545402489161959e-04,2.224118841082029494e-07
7.794213690603351097e+01,6.828201176323641340e-04,4.828852504272860137e-04,9.657596413868600261e-04
7.842326120792260724e+01,4.827862391058134590e-04,9.701864783131102981e-08,9.658516919290724076e-04
7.890438550981170351e+01,1.079809988120419405e-03,6.829551688998639937e-04,1.527044015479717305e-03
7.938550981170079979e+01,1.527043442941290697e-03,1.079815445159316772e-03,2.048652773573828457e-03
7.986663411358989606e+01,1.448596155185709897e-03,1.079731600697417379e-03,1.527092062385315306e-03
8.034775841547899233e+01,2.579340056995740439e-07,6.829010789415454388e-04,9.658225668573503083e-04
8.082888271736808861e+01,1.526952672915612595e-03,1.264008619763380523e-07,1.079610433921333271e-03
8.131000701925718488e+01,1.740880428558222968e-03,1.176890640194613063e-07,1.079677938562237068e-03
8.179113132114628115e+01,2.462249192247084259e-03,4.828940408852378375e-04,4.828035421532707013e-04
8.227225562303537743e+01,2.937462329330367290e-03,4.829013116010333773e-04,4.828690118481449977e-04
8.275337992492447370e+01,1.931611946931818076e-03,9.658113846314200432e-04,1.448817994446557900e-03
8.323450422681356997e+01,4.830150355868461287e-04,9.656328223047911134e-04,1.448377878382701251e-03
8.371562852870266624e+01,4.348550484753493055e-08,1.079793220867060217e-03,3.414709365941934020e-03
8.419675283059176252e+01,4.277729038759426918e-08,1.527145078305535602e-03,3.893007572912363361e-03
8.467787713248085879e+01,4.829199833140301922e-04,9.433648485374665008e-08,3.414398611576153781e-03
8.515900143436995506e+01,4.828733178551431219e-04,4.828293337757821272e-04,6.829655410417056691e-03
8.564012573625905134e+01,1.079831205645539940e-03,1.558417384974435267e-07,7.308052860245148330e-03
8.612125003814814761e+01,1.527168529357861119e-03,6.830579503324461354e-04,7.787021648445024112e-03
8.660237434003724388e+01,9.659905645057310182e-04,1.365857130702678116e-03,7.742050354791674659e-03
8.708349864192634016e+01,1.079943436049759543e-03,6.829684590832571381e-04,7.726865173711248806e-03
8.756462294381543643e+01,6.829000323978432624e-04,9.658833855984849540e-04,3.863202733262746137e-03
8.804574724570453270e+01,1.449311772776933809e-03,4.983033056551970113e-07,8.289523722768163458e-07
8.852687154759362897e+01,9.670777468152898584e-03,6.761054257101779819e-03,1.085280286053409531e-02
8.900799584948271104e+01,1.259296422261063815e-02,8.692507067524701467e-03,1.879071987669860694e-02
8.948912015137180731e+01,3.380827049898746037e-03,1.932151474356520867e-03,8.309566000821227635e-03
8.997024445326090358e+01,1.741257139230722182e-03,1.079988011933238293e-03,4.831390012851927065e-04
9.045136875514999986e+01,1.741369210723787151e-03,6.828096204830756601e-04,2.508315680363857299e-07
9.093249305703909613e+01,1.741241717905774467e-03,4.827544492324024232e-04,3.380560129009515646e-03
9.141361735892819240e+01,1.366041011662059903e-03,1.079821582676159398e-03,3.380287840828390469e-03
9.189474166081728868e+01,1.079991387611461788e-03,9.659688712309109741e-04,5.183310003516588415e-07
9.237586596270638495e+01,1.079819134633536182e-03,4.829484908401794532e-04,3.863601787474877768e-03
9.285699026459548122e+01,1.931584243555644481e-03,6.344124398823151329e-08,7.727362136423977790e-03
9.333811456648457749e+01,2.816538284422483336e-03,6.504737804456323198e-08,7.260438654302127370e-03
9.381923886837367377e+01,7.179511066288423934e-03,9.659900376105554163e-04,3.414900230015412326e-03
9.430036317026277004e+01,3.772114584221036588e-03,1.448801621456392201e-03,3.414904164281084252e-03
9.478148747215186631e+01,9.657395514931334593e-04,4.830441468123756977e-04,7.260705994394960582e-03
9.526261177404096259e+01,1.527385036626987061e-03,8.029283297815386167e-08,7.727486825772219257e-03
9.574373607593005886e+01,4.170533281000796900e-07,6.830673068280375708e-04,3.863754527839945857e-03
9.622486037781915513e+01,3.515768992740932707e-03,1.741265179090281971e-03,4.648250723982302949e-07
9.670598467970825141e+01,3.239641557583504243e-03,1.079923144912788794e-03,4.452786044220106987e-03
9.718710898159734768e+01,5.768444276340768345e-07,5.683817550696949016e-08,8.905431925003372620e-03
9.766823328348644395e+01,3.239703065789809825e-03,2.394712993257417666e-08,4.452837760066059858e-03
9.814935758537554022e+01,3.864304936789153457e-03,5.660832976074915065e-08,3.482775850542897851e-03
9.863048188726463650e+01,4.154794997878705730e-03,4.829973375116384127e-04,6.965710355546887028e-03
9.911160618915373277e+01,4.924817479886864358e-03,9.659765448024401494e-04,6.914896411119759133e-03
9.959273049104282904e+01,3.515956644029571195e-03,1.080121090199837042e-03,3.515677730190329680e-03
1.000738547929319253e+02,4.098118123031530696e-03,1.366133347074930489e-03,4.853522672128063147e-03
1.005549790948210216e+02,8.196617287728734727e-03,1.527551745791066095e-03,7.787966927479878822e-03
1.010361033967101179e+02,7.544804708342658407e-03,1.448946978674893081e-03,7.032563284472014876e-03
1.015172276985992141e+02,3.772105511397483377e-03,4.830280404370854673e-04,3.516340513338767938e-03
1.019983520004883104e+02,1.527426970920881368e-03,4.829880763661516339e-04,3.940475865577194634e-07
1.024794763023774067e+02,3.894221578207162499e-03,4.829111660528004010e-04,1.010928487056611716e-07
1.029606006042664887e+02,3.415208495810767748e-03,4.830147458569049182e-04,2.720980991243087496e-07
1.034417249061555850e+02,2.505387277278110019e-07,9.660675803800821337e-04,3.415486029715457655e-03
1.039228492080446813e+02,2.146948673030076388e-07,4.830182502871973693e-04,6.830595491496557932e-03
1.044039735099337776e+02,1.074662015692385979e-07,4.830014009997604077e-04,3.415507646924525586e-03
1.048850978118228738e+02,8.193959261075022819e-08,9.659533041319107085e-04,2.990160627280627184e-07
1.053662221137119701e+02,1.264718026000467348e-07,1.886894880911516240e-07,2.633475724934234454e-07
1.058473464156010664e+02,5.914311474218905420e-08,9.659895426449679112e-04,3.864304223825215136e-03
1.063284707174901627e+02,5.134065123487754537e-08,9.661028975526360970e-04,7.728100165506884139e-03
1.068095950193792589e+02,1.457241361366048999e-07,9.660648354315439163e-04,3.864237594795516192e-03
1.072907193212683552e+02,8.928990966030412534e-08,9.660304241596793769e-04,2.129481374270626857e-07
1.077718436231574515e+02,9.114576097012503640e-08,4.829688261508182355e-04,2.596523892834025694e-07
1.082529679250465477e+02,7.012204883829713872e-08,5.542284672709735340e-08,4.374148170581874592e-03
1.087340922269356440e+02,1.232859449595964444e-07,4.830427954987782197e-04,8.747755495220145561e-03
1.092152165288247403e+02,6.101313187112974143e-08,9.660015223033747815e-04,4.374185773510885604e-03
1.096963408307138366e+02,9.329338484509647475e-08,4.830490904838298906e-04,1.915740557823479326e-07
1.101774651326029328e+02,7.457431591531519252e-08,6.831788100087405257e-04,1.052794659010951480e-07
1.106585894344920291e+02,9.314456417053531172e-08,1.080033669143940552e-03,8.139596798977518683e-08
1.111397137363811254e+02,2.021995083181765043e-08,4.830734566605756068e-04,4.727534215096406959e-08
1.116208380382702217e+02,9.897404605750994202e-08,8.774202384192411751e-08,9.761551847939448668e-08
1.121019623401593179e+02,1.935573836074143446e-07,6.771680429463543492e-08,1.084796178007384703e-07
1.125830866420484142e+02,3.240667093408524865e-03,6.974907631790329294e-08,3.883532620769908423e-08
1.130642109439375105e+02,6.480715019869552791e-03,3.585853834801394391e-08,5.004556044408598944e-08
1.135453352458266068e+02,3.240575739015476731e-03,3.342747712093431047e-08,7.523699461515302461e-08
1.140264595477157030e+02,1.451721435664770406e-07,4.830794867657518658e-04,1.028166574736968494e-07
1.145075838496047993e+02,8.075439325735542912e-08,9.661031016300289940e-04,2.578220318501712282e-08
1.149887081514938956e+02,9.622061770747459332e-08,9.661193941895321281e-04,7.111388773571103114e-08
1.154698324533829918e+02,7.784807108251580846e-08,4.830314602045885524e-04,1.040916103834122608e-07
1.159509567552720881e+02,4.956871861070619039e-08,4.911017666796458141e-08,7.555479465733593280e-08
1.164320810571611702e+02,7.473537688514348868e-08,4.830935560727840422e-04,7.763893404235492636e-08
1.169132053590502665e+02,4.805225712070587919e-08,4.830408650542306775e-04,4.243345438284929619e-08
1.173943296609393627e+02,8.527097740997771636e-08,4.831751064909988206e-04,2.003944726926592132e-07
1.178754539628284590e+02,1.046587766102067628e-07,9.665282102055389830e-04,1.115423463621602156e-02
1.183565782647175553e+02,3.093368456315176603e-03,6.280076237107140233e-03,3.304764596070566829e-02
1.188377025666066515e+02,6.186343566245942893e-03,6.763220216407615261e-03,2.694927177483962336e-02
1.193188268684957478e+02,3.093411362188866909e-03,1.932674823502496990e-03,3.985046927869490344e-03
1.197999511703848441e+02,1.617228992476675129e-07,4.415235758873036435e-08,6.835730583785648226e-04
1.202810754722739404e+02,1.182055258624591549e-07,6.063752839527563930e-08,6.829051932235163241e-04
1.207621997741630366e+02,4.264368401998829647e-08,4.830837053632793237e-04,2.049991029522093677e-03
1.212433240760521329e+02,9.614192619302314963e-08,2.063092211295814881e-07,4.582922165767385619e-03
1.217244483779412292e+02,1.689532886486797778e-07,9.661361989994726425e-04,7.262731025113772741e-03
1.222055726798303255e+02,2.938850675477890431e-03,9.662154378476988303e-04,6.763641819860954224e-03
1.226866969817194217e+02,5.877162172143792288e-03,4.831367369058760046e-04,3.381691845890936760e-03
1.231678212836085180e+02,2.938838640767392745e-03,1.056925643349324169e-07,3.441329296749038176e-07
1.236489455854976143e+02,1.831194831867682951e-07,3.450238863215964564e-08,3.381900365436511097e-03
1.241300698873867105e+02,6.085302177647137624e-08,7.296877821055809552e-08,6.763554344347078376e-03
1.246111941892758068e+02,9.774732293879677623e-08,4.418368208320596381e-08,3.381911377062822837e-03
1.250923184911649031e+02,4.546470526704857622e-08,5.072127583262555177e-08,1.724923874428637199e-07
1.255734427930539994e+02,6.093936008046516162e-08,5.522476289579444043e-08,1.177038495226672532e-07
1.260545670949430956e+02,6.617755156446387890e-08,9.517954870358035800e-08,7.406458347759568049e-08
1.265356913968321919e+02,1.054057458821054838e-07,9.663593481894901206e-04,1.311594739057429568e-07
1.270168156987212882e+02,5.245625007630046679e-08,1.449393839774887425e-03,9.585329850992736077e-08
1.274979400006103845e+02,5.700154270846799480e-08,4.832704690986693594e-04,2.097718779078900521e-07
1.279790643024994807e+02,3.133245318613854185e-08,4.606407182155925280e-08,3.382194216333817439e-03
1.284601886043885770e+02,7.220512389942984937e-08,4.946440594174981798e-08,6.763935835107970189e-03
1.289413129062776591e+02,3.502009392240631811e-08,4.831402010863997142e-04,3.382202970904589316e-03
1.294224372081667696e+02,7.942843675267983789e-08,4.830899189999341174e-04,2.128631455974732330e-07
1.299035615100558516e+02,4.558725469867798999e-08,1.007076826176559375e-07,8.804341307971763789e-08
1.303846858119449621e+02,5.824121289221161996e-08,9.662120381233016463e-04,1.428990223443554098e-07
1.308658101138340442e+02,4.907066881614102356e-08,9.661537932568412673e-04,1.440333502176010990e-07
1.313469344157231546e+02,4.750605909731716145e-08,9.663697930731781098e-04,2.418819776260259222e-07
1.318280587176122367e+02,7.822470012642012828e-08,1.932725045846618540e-03,3.382347364788658006e-03
1.323091830195013472e+02,5.392155664382251244e-08,9.664108507860551169e-04,6.764479627823234698e-03
1.327903073213904293e+02,7.616599996810976067e-08,1.090847922497801829e-07,7.806902845108311569e-03
1.332714316232795397e+02,5.447063312153405148e-08,5.789728017989177421e-08,9.663532207980307306e-03
1.337525559251686218e+02,6.615533800886238099e-08,4.908057487523417247e-08,4.831971711792044585e-03
1.342336802270577323e+02,1.315445111519602028e-07,2.101579131429845782e-08,4.875318167776430506e-07
1.347148045289468143e+02,6.515649142731111399e-08,4.832237826350207740e-04,4.856218594523159689e-03
1.351959288308359248e+02,2.939293088734608143e-03,9.662932786036519889e-04,9.712057644732263739e-03
1.356770531327250069e+02,5.878192284082384318e-03,4.831972454257236777e-04,4.856138032385713330e-03
1.361581774346141174e+02,2.939364912531132988e-03,2.312340674659906787e-08,3.895359249942710773e-03
1.366393017365031994e+02,1.211048899385713405e-07,3.098169915096551000e-08,4.454574687067241849e-03
1.371204260383922815e+02,7.796697862345167787e-08,5.522138652776186987e-08,2.416370144744022907e-03
1.376015503402813920e+02,2.134066113011378332e-08,5.815910303986116000e-08,3.093803506039565290e-03
1.380826746421704740e+02,1.068063468667176436e-07,4.232091862131714197e-08,2.463276577693239953e-03
1.385637989440595845e+02,4.186063383798810998e-08,3.327796890458369922e-08,3.416707998203914656e-03
1.390449232459486666e+02,9.171461247119899540e-08,7.289876542500462220e-08,3.671083685485557608e-07
